OBJECTID,IPEDSID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STFIPS,COFIPS,SECTOR,LEVEL,HI_OFFER,DEG_GRANT,LOCALE,CLOSE_DATE,MERGE_ID,ALIAS,SIZE_SET,INST_SIZE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,HOUSING,DORM_CAP,TOT_EMP,SHELTER_ID,x,y,cc_id,total acres,district,campuses,settings,housing,website,founded,nickname,wikipedia_url
2248,366401,LAS POSITAS COLLEGE,3000 CAMPUS HILL DRIVE,LIVERMORE,CA,94551,7650,(925) 424-1000,1,A,8488,ALAMEDA,6001,USA,37.7111506140001,-121.801136103,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=366401,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/12/2016 12:00:00 AM,www.laspositascollege.edu/,6,1,4,3,40,1,13,-2,-2,NOT AVAILABLE,1,3,5487,2518,8005,2,-999,483,NOT AVAILABLE,-13558840.4490282,4538701.05967145,366401A;366401B,371.3,CHABOT-LAS POSITAS COMMUNITY COLLEGE DISTRICT,LAS POSITAS COLLEGE CAMPUS;NON-CAMPUS LAND,Suburb: Small;nan,No;nan,www.laspositascollege.edu/,1964,Hawks,en.wikipedia.org/wiki/Las_Positas_College
2274,448594,WEST HILLS COLLEGE-LEMOORE,555 COLLEGE AVENUE,LEMOORE,CA,93245,NOT AVAILABLE,(559) 925-3000,1,A,4177,KINGS,6031,USA,36.2924310000001,-119.823866,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=448594,12/31/2009 12:00:00 AM,IMAGERY,7/14/2016 12:00:00 AM,https://www.westhillscollege.com/lemoore/,6,31,4,2,40,1,41,-2,-2,NOT AVAILABLE,1,2,2741,1191,3932,2,-999,245,NOT AVAILABLE,-13338731.7480014,4340934.3922773,448594A,87.4,WEST HILLS COMMUNITY COLLEGE DISTRICT,WEST HILLS COLLEGE LEMOORE CAMPUS,Rural: Fringe,No,https://www.westhillscollege.com/lemoore/,2002,Golden Eagles,en.wikipedia.org/wiki/West_Hills_College_Lemoore
2303,112826,CONTRA COSTA COLLEGE,2600 MISSION BELL DR,SAN PABLO,CA,94806,3195,(510) 235-7800,1,A,6645,CONTRA COSTA,6013,USA,37.9710024610001,-122.338995268,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=112826,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/15/2016 12:00:00 AM,https://www.contracosta.edu/,6,13,4,3,40,1,21,-2,-2,CCC,3,3,4840,1409,6249,2,-999,396,NOT AVAILABLE,-13618714.6573945,4575330.24263094,112826A,87.9,CONTRA COSTA COMMUNITY COLLEGE DISTRICT,CONTRA COSTA COLLEGE CAMPUS,Suburb: Large,No,https://www.contracosta.edu/,1946,Comets,en.wikipedia.org/wiki/Contra_Costa_College
2305,113856,EAST LOS ANGELES COLLEGE,1301 AVENIDA CESAR CHAVEZ,MONTEREY PARK,CA,91754,6099,(323) 265-8650,1,A,34752,LOS ANGELES,6037,USA,34.040247204,-118.148112741,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=113856,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/15/2016 12:00:00 AM,www.elac.edu/,6,37,4,3,40,1,21,-2,-2,NOT AVAILABLE,1,5,27428,5969,33397,2,-999,1355,NOT AVAILABLE,-13152187.7485144,4034207.52342856,113856A;113856B,79.8,LOS ANGELES COMMUNITY COLLEGE DISTRICT,EAST LOS ANGELES COLLEGE CAMPUS;SOUTH GATE EDUCATIONAL CENTER,City: Small;nan,No;nan,www.elac.edu/,1945,Huskies,en.wikipedia.org/wiki/East_Los_Angeles_College
2306,113980,EL CAMINO COMMUNITY COLLEGE DISTRICT,16007 CRENSHAW BLVD,TORRANCE,CA,90506,NOT AVAILABLE,(310) 532-3670,1,A,21680,LOS ANGELES,6037,USA,33.886128517,-118.327665204,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=113980,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/15/2016 12:00:00 AM,www.elcamino.edu/,6,37,4,1,40,1,21,-2,-2,ECC,1,5,12915,7503,20418,2,-999,1262,NOT AVAILABLE,-13172175.4372662,4013522.09743245,113980A,114.2,EL CAMINO COMMUNITY COLLEGE DISTRICT,EL CAMINO COLLEGE CAMPUS,Suburb: Large,No,www.elcamino.edu/,1947,Warriors,en.wikipedia.org/wiki/El_Camino_College
2311,125028,VENTURA COLLEGE,4667 TELEGRAPH RD,VENTURA,CA,93003,3872,(805) 654-6400,1,A,12365,VENTURA,6111,USA,34.2770346290001,-119.230658657,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=125028,10/13/2009 12:00:00 AM,IMAGERY,7/25/2016 12:00:00 AM,www.venturacollege.edu/,6,111,4,2,40,1,12,-2,-2,NOT AVAILABLE,1,4,8406,3383,11789,2,-999,576,NOT AVAILABLE,-13272696.2086439,4066061.94565159,125028A,99.9,VENTURA COUNTY COMMUNITY COLLEGE DISTRICT,VENTURA COLLEGE CAMPUS,City: Midsize,No,www.venturacollege.edu/,1925,Pirates,en.wikipedia.org/wiki/Ventura_College
2312,125091,VICTOR VALLEY COLLEGE,18422 BEAR VALLEY RD,VICTORVILLE,CA,92395,5850,(760) 245-4271 EXT 2395,1,A,11577,SAN BERNARDINO,6071,USA,34.4722314520001,-117.261456314,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=125091,10/13/2009 12:00:00 AM,IMAGERY,7/25/2016 12:00:00 AM,www.vvc.edu/,6,71,4,1,40,1,21,-2,-2,NOT AVAILABLE,1,4,7638,3139,10777,2,-999,800,NOT AVAILABLE,-13053485.6065522,4092388.80646995,125091A,233.7,VICTOR VALLEY COMMUNITY COLLEGE DISTRICT,VICTOR VALLEY COLLEGE CAMPUS,City: Midsize,No,www.vvc.edu/,1961,Rams,en.wikipedia.org/wiki/Victor_Valley_College
2321,115861,IMPERIAL VALLEY COLLEGE,380 E. ATEN ROAD,IMPERIAL,CA,92251,0158,(760) 352-8320,1,A,7590,IMPERIAL,6025,USA,32.8275633000001,-115.503902839,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=115861,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/25/2016 12:00:00 AM,www.imperial.edu/,6,25,4,3,40,1,41,-2,-2,IVC,1,3,3733,3390,7123,2,-999,467,NOT AVAILABLE,-12857835.6486732,3872438.17877839,115861A,156.7,IMPERIAL COMMUNITY COLLEGE DISTRICT,IMPERIAL VALLEY CAMPUS,Rural: Fringe,No,www.imperial.edu/,1962,Desert Valley Warriors[4],en.wikipedia.org/wiki/Imperial_Valley_College
2327,119164,MT SAN ANTONIO COLLEGE,1100 N GRAND AVE,WALNUT,CA,91789,1399,(909) 274-7500,1,A,30125,LOS ANGELES,6037,USA,34.046193927,-117.845557974,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=119164,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,www.mtsac.edu/,6,37,4,1,40,1,21,-2,-2,MT. SAC,4,5,18515,9878,28393,2,-999,1732,NOT AVAILABLE,-13118507.5059149,4035006.42975513,119164A,418.4,MT. SAN ANTONIO COMMUNITY COLLEGE DISTRICT,MT. SAN ANTONIO COLLEGE CAMPUS,Suburb: Large,No,www.mtsac.edu/,1946,Mounties,en.wikipedia.org/wiki/Mt._San_Antonio_College
2331,118684,MENDOCINO COLLEGE,1000 HENSLEY CREEK ROAD,UKIAH,CA,95482,NOT AVAILABLE,(707) 468-3000,1,A,3654,MENDOCINO,6045,USA,39.18970274,-123.228339602,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=118684,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,www.mendocino.edu/,6,45,4,1,40,1,41,-2,-2,NOT AVAILABLE,3,2,2539,799,3338,2,-999,316,NOT AVAILABLE,-13717716.0157952,4748881.40518108,118684A;118684F;118684B;118684C;118684D;118684E,890.7,MENDOCINO-LAKE COMMUNITY COLLEGE DISTRICT,UKIAH CAMPUS;NON-CAMPUS LAND;LAKE CENTER;NORTH COUNTY CENTER;WILLITS CENTER;COASTAL FIELD STATION,Rural: Fringe;nan,No;nan,www.mendocino.edu/,1973,Eagles,en.wikipedia.org/wiki/Mendocino_College
2336,118930,MISSION COLLEGE,3000 MISSION COLLEGE BLVD,SANTA CLARA,CA,95054,1897,(408) 855-5007,1,A,6946,SANTA CLARA,6085,USA,37.3926886190001,-121.982135815,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=118930,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,www.missioncollege.edu/,6,85,4,1,40,1,12,-2,-2,NOT AVAILABLE,3,3,4939,1565,6504,2,-999,442,NOT AVAILABLE,-13578989.2448017,4493984.78162116,118930A,112.0,WEST VALLEY-MISSION COMMUNITY COLLEGE DISTRICT,MISSION COLLEGE CAMPUS,City: Midsize,No,www.missioncollege.edu/,1975,Saints,en.wikipedia.org/wiki/Mission_College_(California)
2433,120342,ORANGE COAST COLLEGE,2701 FAIRVIEW ROAD,COSTA MESA,CA,92626,NOT AVAILABLE,(714) 432-5072,1,A,19219,ORANGE,6059,USA,33.6701706050001,-117.911400631,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=120342,10/13/2009 12:00:00 AM,IMAGERY,7/18/2016 12:00:00 AM,www.orangecoastcollege.edu/,6,59,4,3,40,1,12,-2,-2,NOT AVAILABLE,1,4,11637,6488,18125,1,800,1094,NOT AVAILABLE,-13125837.0769646,3984599.51407537,120342A,170.9,COAST COMMUNITY COLLEGE DISTRICT,ORANGE COAST COLLEGE CAMPUS,City: Midsize,No,www.orangecoastcollege.edu/,1947,Pirates,en.wikipedia.org/wiki/Orange_Coast_College
2435,120953,PALO VERDE COLLEGE,ONE COLLEGE DRIVE,BLYTHE,CA,92225,NOT AVAILABLE,(760) 921-5500,1,A,4035,RIVERSIDE,6065,USA,33.6615383000001,-114.651697784,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=120953,10/13/2009 12:00:00 AM,IMAGERY,7/18/2016 12:00:00 AM,https://www.paloverde.edu/,6,65,4,1,40,1,42,-2,-2,NOT AVAILABLE,5,2,3282,572,3854,2,-999,181,NOT AVAILABLE,-12762968.6158992,3983444.92854284,120953A;120953B,197.9,PALO VERDE COMMUNITY COLLEGE DISTRICT,PALO VERDE COLLEGE CAMPUS;NEEDLES CENTER,Rural: Distant;nan,No;nan,https://www.paloverde.edu/,1947,Pirates,en.wikipedia.org/wiki/Palo_Verde_College
2437,122889,SANTA BARBARA CITY COLLEGE,721 CLIFF DRIVE,SANTA BARBARA,CA,93109,2394,(805) 965-0581,1,A,13444,SANTA BARBARA,6083,USA,34.4067883600001,-119.698045211,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=122889,10/13/2009 12:00:00 AM,IMAGERY,7/22/2016 12:00:00 AM,www.sbcc.edu/,6,83,4,1,40,1,13,-2,-2,SBCC,1,4,7125,5400,12525,2,-999,919,NOT AVAILABLE,-13324725.4418388,4083555.43314997,122889A;122889B;122889C,55.4,SANTA BARBARA COMMUNITY COLLEGE DISTRICT,SANTA BARBARA CITY COLLEGE CAMPUS;WAKE CAMPUS;SCHOTT CAMPUS,City: Small;nan,No;nan,www.sbcc.edu/,1909,Vaqueros,en.wikipedia.org/wiki/Santa_Barbara_City_College
2438,122977,SANTA MONICA COLLEGE,1900 PICO BLVD,SANTA MONICA,CA,90405,1628,(310) 434-4000,1,A,27716,LOS ANGELES,6037,USA,34.0170207140001,-118.471205026,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=122977,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/22/2016 12:00:00 AM,www.smc.edu/,6,37,1,1,30,1,13,-2,-2,SMC,1,5,15943,10005,25948,2,-999,1768,NOT AVAILABLE,-13188154.2171598,4031087.72121019,122977A;122977B;122977C;122977D;122977E;122977F,59.1,SANTA MONICA COMMUNITY COLLEGE DISTRICT,SANTA MONICA COLLEGE CAMPUS;PERFORMING ARTS CENTER;CENTER FOR MEDIA AND DESIGN;AIRPORT ARTS CAMPUS;EMERITUS CAMPUS;BUNDY CAMPUS,City: Small;nan,No;nan,www.smc.edu/,1929,Corsairs,en.wikipedia.org/wiki/Santa_Monica_College
2440,123800,SOUTHWESTERN COLLEGE,900 OTAY LAKES RD.,CHULA VISTA,CA,91910,7299,(619) 421-6700,1,A,18957,SAN DIEGO,6073,USA,32.6415666980001,-116.997214533,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=123800,10/13/2009 12:00:00 AM,IMAGERY,7/22/2016 12:00:00 AM,https://www.swccd.edu/,6,73,4,2,40,1,11,-2,-2,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,1,4,11218,6403,17621,2,-999,1336,NOT AVAILABLE,-13024070.3460449,3847824.00875703,123800A,147.6,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,SOUTHWESTERN COLLEGE CAMPUS,Suburb: Large,No,https://www.swccd.edu/,1961,Jaguars,en.wikipedia.org/wiki/Southwestern_College_(California)
2443,125462,WEST HILLS COLLEGE-COALINGA,300 CHERRY LANE,COALINGA,CA,93210,NOT AVAILABLE,(559) 934-2000,1,A,4409,FRESNO,6019,USA,36.1478911140001,-120.356746683,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=125462,10/13/2009 12:00:00 AM,IMAGERY,7/25/2016 12:00:00 AM,https://www.westhillscollege.com/coalinga/,6,19,4,2,40,1,32,-2,-2,NOT AVAILABLE,5,2,3756,473,4229,1,167,180,NOT AVAILABLE,-13398051.7542866,4320990.08901834,125462B;125462A,36.2,WEST HILLS COMMUNITY COLLEGE DISTRICT,"NORTH DISTRICT CENTER, FIREBAUGH;WEST HILLS COLLEGE COALINGA CAMPUS",nan;Town: Distant,nan;Yes,https://www.westhillscollege.com/coalinga/,1932,Falcons,en.wikipedia.org/wiki/West_Hills_College_Coalinga
2463,109819,BAKERSFIELD COLLEGE,1801 PANORAMA DR,BAKERSFIELD,CA,93305,1299,(661) 395-4011,1,A,25966,KERN,6029,USA,35.4089249850001,-118.971682519,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=109819,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/25/2016 12:00:00 AM,www.bakersfieldcollege.edu/,6,29,1,1,30,1,11,-2,-2,NOT AVAILABLE,4,5,17515,7388,24903,2,-999,1063,NOT AVAILABLE,-13243867.1168341,4219592.21234138,109819A;109819B;109819C;109819D,166.3,KERN COMMUNITY COLLEGE DISTRICT--KERN COUNTY,PANORAMA CAMPUS;BC SOUTHWEST LOCATION;DELANO CENTER;WEILL INSTITUTE (DOWNTOWN),City: Large;nan,No;nan,www.bakersfieldcollege.edu/,1913,Renegades,en.wikipedia.org/wiki/Bakersfield_College
2466,112686,COMPTON COLLEGE,1111 EAST ARTESIA BLVD.,COMPTON,CA,90221,5393,(310) 900-1600,1,A,5054,LOS ANGELES,6037,USA,33.8766651240001,-118.209185849,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=112686,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/25/2016 12:00:00 AM,www.compton.edu/,6,37,4,1,40,1,21,-2,-2,NOT AVAILABLE,3,2,3747,865,4612,2,-999,442,NOT AVAILABLE,-13158986.3757981,4012253.16398123,112686A,72.6,COMPTON COMMUNITY COLLEGE DISTRICT,COMPTON COLLEGE CAMPUS,Suburb: Large,No,www.compton.edu/,1927,Tartars,en.wikipedia.org/wiki/Compton_College
2467,111887,CERRITOS COLLEGE,11110 ALONDRA BLVD,NORWALK,CA,90650,6298,(562) 860-2451,1,A,21584,LOS ANGELES,6037,USA,33.885839859,-118.097262892,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=111887,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/25/2016 12:00:00 AM,www.cerritos.edu/,6,37,4,3,40,1,21,-2,-2,NOT AVAILABLE,4,5,12166,8240,20406,2,-999,1178,NOT AVAILABLE,-13146527.1692168,4013483.3895941,111887A,127.4,CERRITOS COMMUNITY COLLEGE DISTRICT,CERRITOS COLLEGE CAMPUS,Suburb: Large,No,www.cerritos.edu/,1955,Falcons,en.wikipedia.org/wiki/Cerritos_College
2470,117724,LOS ANGELES TRADE TECHNICAL COLLEGE,400 W WASHINGTON BLVD,LOS ANGELES,CA,90015,4181,(213) 763-7000,1,A,12014,LOS ANGELES,6037,USA,34.0326232730001,-118.269113493,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=117724,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,www.lattc.edu/,6,37,4,1,40,1,11,-2,-2,NOT AVAILABLE,8,4,9163,2122,11285,2,-999,729,NOT AVAILABLE,-13165657.4906126,4033183.37626865,117724A,31.8,LOS ANGELES COMMUNITY COLLEGE DISTRICT,LOS ANGELES TRADE TECHNICAL COLLEGE CAMPUS,City: Large,No,www.lattc.edu/,1925,Beavers,en.wikipedia.org/wiki/Los_Angeles_Trade_Technical_College
2531,108667,COLLEGE OF ALAMEDA,555 RALPH APPEZZATO MEMORIAL PKY,ALAMEDA,CA,94501,NOT AVAILABLE,(510) 522-7221,1,A,5329,ALAMEDA,6001,USA,37.781569114,-122.279189116,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=108667,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,alameda.peralta.edu/,6,1,4,1,40,1,21,-2,-2,NOT AVAILABLE,3,3,4469,638,5107,2,-999,222,NOT AVAILABLE,-13612057.0670075,4548614.64311617,108667A,61.2,PERALTA COMMUNITY COLLEGE DISTRICT,COLLEGE OF ALAMEDA CAMPUS,Suburb: Large,No,alameda.peralta.edu/,1968,Cougars,en.wikipedia.org/wiki/College_of_Alameda
2532,111920,CHABOT COLLEGE,25555 HESPERIAN BLVD,HAYWARD,CA,94545,NOT AVAILABLE,(510) 723-6600,1,A,12626,ALAMEDA,6001,USA,37.642512771,-122.106969,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=111920,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,www.chabotcollege.edu/,6,1,4,2,40,1,21,-2,-2,NOT AVAILABLE,1,4,8535,3387,11922,2,-999,704,NOT AVAILABLE,-13592885.61139,4529047.22122012,111920A,88.7,CHABOT-LAS POSITAS COMMUNITY COLLEGE DISTRICT,CHABOT COLLEGE CAMPUS,,No,www.chabotcollege.edu/,1961,Gladiators,en.wikipedia.org/wiki/Chabot_College
2534,124113,TAFT COLLEGE,29 COUGAR COURT,TAFT,CA,93268,NOT AVAILABLE,(661) 763-7700,1,A,3865,KERN,6029,USA,35.1492433670001,-119.459661485,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=124113,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/27/2016 12:00:00 AM,www.taftcollege.edu/,6,29,4,2,40,1,32,-2,-2,NOT AVAILABLE,3,2,2375,1191,3566,1,72,299,NOT AVAILABLE,-13298188.686847,4184181.26271493,124113A,40.6,TAFT COLLEGE--WEST KERN COMMUNITY COLLEGE DISTRICT,TAFT COLLEGE CAMPUS,Town: Distant,Yes,www.taftcollege.edu/,1922,Cougars,en.wikipedia.org/wiki/Taft_College
2535,399212,SANTIAGO CANYON COLLEGE,8045 E CHAPMAN,ORANGE,CA,92869,4512,(714) 628-4900,1,A,9673,ORANGE,6059,USA,33.79544894,-117.766761642,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=399212,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/27/2016 12:00:00 AM,www.sccollege.edu/Pages/default.aspx,6,59,4,2,40,1,12,-2,-2,SCC,2,3,6239,2764,9003,2,-999,670,NOT AVAILABLE,-13109735.9383603,4001368.77532411,399212A,76.7,RANCHO SANTIAGO COMMUNITY COLLEGE DISTRICT,SANTIAGO CANYON COLLEGE CAMPUS,City: Midsize,No,www.sccollege.edu/Pages/default.aspx,1985,Hawks,en.wikipedia.org/wiki/Santiago_Canyon_College
2536,122375,SAN DIEGO MESA COLLEGE,7250 MESA COLLEGE DR,SAN DIEGO,CA,92111,4998,(619) 388-2600,1,A,21616,SAN DIEGO,6073,USA,32.8048046710001,-117.169022544,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=122375,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/27/2016 12:00:00 AM,www.sdmesa.edu/,6,73,1,2,30,1,11,-2,-2,NOT AVAILABLE,1,5,16725,3968,20693,2,-999,923,NOT AVAILABLE,-13043195.9263437,3869423.61648239,122375A,97.4,SAN DIEGO COMMUNITY COLLEGE DISTRICT,SAN DIEGO MESA COLLEGE CAMPUS,City: Large,No,www.sdmesa.edu/,1963,Olympians,en.wikipedia.org/wiki/San_Diego_Mesa_College
2538,123509,SKYLINE COLLEGE,3300 COLLEGE DR,SAN BRUNO,CA,94066,1698,(650) 738-4100,1,A,9240,SAN MATEO,6081,USA,37.630120107,-122.466332085,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=123509,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/27/2016 12:00:00 AM,skylinecollege.edu/,6,81,4,2,40,1,21,-2,-2,NOT AVAILABLE,6,3,7187,1560,8747,2,-999,493,10798198,-13632889.7270221,4527305.15749603,123509A,108.2,SAN MATEO COUNTY COMMUNITY COLLEGE DISTRICT,SKYLINE COLLEGE CAMPUS,Suburb: Large,No,skylinecollege.edu/,1969,Trojans,en.wikipedia.org/wiki/Skyline_College
2539,111434,CANADA COLLEGE,4200 FARM HILL BLVD.,REDWOOD CITY,CA,94061,1099,(650) 306-3100,1,A,5542,SAN MATEO,6081,USA,37.4480198040001,-122.264954135,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=111434,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/27/2016 12:00:00 AM,canadacollege.edu/,6,81,4,2,40,1,21,-2,-2,NOT AVAILABLE,6,3,4639,592,5231,2,-999,311,10819985,-13610472.4361711,4501740.32072328,111434A,124.7,SAN MATEO COUNTY COMMUNITY COLLEGE DISTRICT,CANADA COLLEGE CAMPUS,Suburb: Large,No,canadacollege.edu/,1968,Colts,en.wikipedia.org/wiki/Canada_College
2541,113111,CRAFTON HILLS COLLEGE,11711 SAND CANYON ROAD,YUCAIPA,CA,92339,1799,(909) 794-2161,1,A,6540,SAN BERNARDINO,6071,USA,34.0387486820001,-117.100397697,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=113111,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/27/2016 12:00:00 AM,www.craftonhills.edu/,6,71,4,1,40,1,41,-2,-2,CHC CRAFTON CRAFTON COLLEGE CRAFTON HILLS,4,3,4041,1971,6012,2,-999,528,10795970,-13035556.6433199,4034006.21488277,113111B;113111A,481.2,SAN BERNARDINO COMMUNITY COLLEGE DISTRICT,NON-CAMPUS LAND;CRAFTON HILLS COLLEGE CAMPUS,nan;Rural: Fringe,nan;No,www.craftonhills.edu/,1972,Roadrunner,en.wikipedia.org/wiki/Crafton_Hills_College
3394,460394,MORENO VALLEY COLLEGE,16130 LASSELLE ST,MORENO VALLEY,CA,92551,NOT AVAILABLE,(951) 571-6100,1,A,9754,RIVERSIDE,6065,USA,33.8870633830001,-117.202554247,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=460394,6/25/2013 12:00:00 AM,IMAGERY/OTHER,5/26/2016 12:00:00 AM,www.mvc.edu/,6,65,4,1,40,1,21,-2,-2,NOT AVAILABLE,5,3,7326,1832,9158,2,-999,596,NOT AVAILABLE,-13046928.6584471,4013647.45997744,460394A;460394B,284.1,RIVERSIDE COMMUNITY COLLEGE DISTRICT,MORENO VALLEY COLLEGE CAMPUS;BEN CLARK TRAINING CENTER,Suburb: Large;nan,No;nan,www.mvc.edu/,2010,Lions[6][a],en.wikipedia.org/wiki/Moreno_Valley_College
3496,489201,CLOVIS COMMUNITY COLLEGE,10309 NORTH WILLOW AVENUE,FRESNO,CA,93730,NOT AVAILABLE,(559) 325-5200,1,A,9237,FRESNO,6019,USA,36.8868600000001,-119.731261,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=489201,4/10/2018 12:00:00 AM,IMAGERY/OTHER,4/10/2018 12:00:00 AM,www.cloviscollege.edu/,6,19,4,3,40,1,11,-2,-2,NOT AVAILABLE,-2,3,6682,2186,8868,2,-999,369,NOT AVAILABLE,-13328423.0065565,4423348.24166918,489201A;489201B,111.8,STATE CENTER COMMUNITY COLLEGE DISTRICT,CLOVIS COMMUNITY COLLEGE CAMPUS;HERNDON CAMPUS,City: Large;nan,No;nan,www.cloviscollege.edu/,2007,Clovis Crush,en.wikipedia.org/wiki/Clovis_Community_College_(California)
3629,395362,COPPER MOUNTAIN COMMUNITY COLLEGE,6162 ROTARY WAY,JOSHUA TREE,CA,92252,NOT AVAILABLE,(760) 366-3791,1,A,1745,SAN BERNARDINO,6071,USA,34.1404638920001,-116.213939187,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=395362,10/13/2009 12:00:00 AM,IMAGERY,7/12/2016 12:00:00 AM,www.cmccd.edu/,6,71,4,1,40,1,42,-2,-2,CMC,1,2,1102,437,1539,2,-999,206,NOT AVAILABLE,-12936876.5333773,4047678.525266,395362B;395362A;395362C,169.3,COPPER MOUNTAIN COLLEGE DISTRICT,NON-CAMPUS LAND;COPPER MOUNTAIN COLLEGE CAMPUS;MARINE CORPS AIR GROUND COMBAT CENTER,nan;Rural: Distant,nan;No,www.cmccd.edu/,1966,Fighting Cacti,en.wikipedia.org/wiki/Copper_Mountain_College
3835,113634,DIABLO VALLEY COLLEGE,321 GOLF CLUB RD,PLEASANT HILL,CA,94523,NOT AVAILABLE,(925) 685-1230,1,A,19715,CONTRA COSTA,6013,USA,37.9680353190001,-122.069861367,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=113634,10/13/2009 12:00:00 AM,IMAGERY,7/7/2016 12:00:00 AM,https://www.dvc.edu/,6,13,4,1,40,1,21,-2,-2,"DIABLO VALLEY, DVC",2,4,11984,6709,18693,2,-999,1022,10813165,-13588754.8085799,4574911.25906699,113634A;113634B,110.0,CONTRA COSTA COMMUNITY COLLEGE DISTRICT,PLEASANT HILL CAMPUS;SAN RAMON CAMPUS,Suburb: Large;nan,No;nan,https://www.dvc.edu/,1949,Vikings,en.wikipedia.org/wiki/Diablo_Valley_College
